budget,budget_new,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,revenue_new,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,genre_1,genre_2,genre_3,prim_genre,secon_genre,tert_genre,actor_1,actor_2,actor_3,director,release_year,genre_bin,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.americanreunionmovie.com/,71552,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 18187, ""name"": ""family reunion""}, {""id"": 33451, ""name"": ""masturbation""}, {""id"": 161158, ""name"": ""scat""}, {""id"": 161213, ""name"": ""high school reunion""}, {""id"": 179173, ""name"": ""quitting a job""}, {""id"": 179178, ""name"": ""milf""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,American Reunion,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasnâ€™t and that time and distance canâ€™t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stiflerâ€™s mom. Now these lifelong friends have come home as adults to reminisce about â€“ and get inspired by â€“ the hormonal teens who launched a comedy legend.",39.920035,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",04-04-2012,234989584,234989584,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Save the best piece for last.,American Reunion,6.1,1611,Comedy,NA,NA,0,#N/A,,NA,Alyson Hannigan,NA,NA,2012,1,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,10312,"[{""id"": 428, ""name"": ""nurse""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 173339, ""name"": ""laughter""}]",en,Patch Adams,"Meet Patch Adams, a doctor who doesn't look, act or think like any doctor you've met before. For Patch, humor is the best medicine, and he's willing to do just anything to make his patients laugh - even if it means risking his own career.",35.537397,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Bungalow 78 Productions"", ""id"": 369}, {""name"": ""Blue Wolf"", ""id"": 10230}, {""name"": ""Farrell/Minoff"", ""id"": 10231}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25-12-1998,202292902,202292902,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Laughter is contagious,Patch Adams,7,832,Comedy,Drama,NA,0,1,,Robin Williams,Philip Seymour Hoffman,Bob Gunton,Tom Shadyac,1998,1,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,9919,"[{""id"": 242, ""name"": ""new york""}, {""id"": 622, ""name"": ""bet""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 2726, ""name"": ""therapist""}, {""id"": 5920, ""name"": ""advertising expert""}, {""id"": 14534, ""name"": ""relationship""}]",en,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.",23.854701,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07-02-2003,177371441,177371441,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,One of them is lying. So is the other.,How to Lose a Guy in 10 Days,6.3,850,Comedy,Romance,NA,0,#N/A,,Kate Hudson,NA,Kathryn Hahn,Donald Petrie,2003,1,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}]",,109443,"[{""id"": 917, ""name"": ""journalism""}, {""id"": 41390, ""name"": ""mustache""}, {""id"": 158584, ""name"": ""tv news""}, {""id"": 167241, ""name"": ""newsroom""}, {""id"": 167254, ""name"": ""gang warfare""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 185281, ""name"": ""news spoof""}, {""id"": 206075, ""name"": ""tv news anchor""}]",en,Anchorman 2: The Legend Continues,"With the 70s behind him, San Diego's top rated newsman, Ron Burgundy, returns to take New York's first 24-hour news channel by storm.",38.125008,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18-12-2013,173649015,173649015,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's kind of a big deal,Anchorman 2: The Legend Continues,6,923,Comedy,NA,NA,0,#N/A,,Will Ferrell,Steve Carell,Paul Rudd,Adam McKay,2013,1,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,2022,"[{""id"": 3452, ""name"": ""love letter""}, {""id"": 6018, ""name"": ""new hampshire""}, {""id"": 8680, ""name"": ""ferrari""}, {""id"": 9468, ""name"": ""liar""}, {""id"": 9821, ""name"": ""city country contrast""}, {""id"": 10911, ""name"": ""inheritance""}, {""id"": 12547, ""name"": ""billionaire""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 15120, ""name"": ""kindness""}, {""id"": 161757, ""name"": ""fable""}, {""id"": 161762, ""name"": ""apple tree""}, {""id"": 161779, ""name"": ""corporate take over""}, {""id"": 162632, ""name"": ""chrysler building""}]",en,Mr. Deeds,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposÃ© on Deeds.",18.121404,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Out of the Blue... Entertainment"", ""id"": 879}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-06-2002,171269535,171269535,96,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Small town kid, big time right hook.",Mr. Deeds,5.6,644,Comedy,Romance,NA,0,#N/A,,NA,Winona Ryder,NA,Steven Brill,2002,1,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.miramax.com/shallwedance/,4380,"[{""id"": 931, ""name"": ""jealousy""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1342, ""name"": ""dancing master""}]",en,Shall We Dance?,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",14.231899,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-10-2004,170128460,170128460,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Step out of the ordinary,Shall We Dance?,5.9,297,Drama,Romance,Comedy,1,#N/A,,NA,Jennifer Lopez,Susan Sarandon,Peter Chelsom,2004,0,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10320,"[{""id"": 745, ""name"": ""nun""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2565, ""name"": ""bath tub""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 5153, ""name"": ""son""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11289, ""name"": ""woman reporter""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 177185, ""name"": ""videotape""}, {""id"": 177201, ""name"": ""evil child""}]",en,The Ring Two,Rachel Keller must prevent evil Samara from taking possession of her son's soul.,32.233713,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Parkes+MacDonald Image Nation"", ""id"": 49325}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-03-2005,161451538,161451538,110,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The dead don't sleep.,The Ring Two,5.4,632,Drama,Horror,Thriller,1,#N/A,,Naomi Watts,NA,Elizabeth Perkins,Hideo Nakata,2005,0,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://crazystupidlove.warnerbros.com/index.html,50646,"[{""id"": 815, ""name"": ""soulmates""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 9094, ""name"": ""womanizer""}, {""id"": 9798, ""name"": ""law school""}, {""id"": 14532, ""name"": ""crazy""}, {""id"": 14534, ""name"": ""relationship""}]",en,"Crazy, Stupid, Love.","Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",37.990705,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29-07-2011,142851197,142851197,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This Is Stupid,"Crazy, Stupid, Love.",7,2443,Comedy,Drama,Romance,0,1,,NA,Julianne Moore,NA,NA,2011,1,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.weboughtazoo.com/,74465,"[{""id"": 2172, ""name"": ""zoo""}]",en,We Bought a Zoo,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo â€“ welcome news for his daughter, but his son is not happy about it. The zoo is need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",38.629763,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Vinyl Films"", ""id"": 485}, {""name"": ""LBI Entertainment"", ""id"": 8518}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-12-2011,120081841,120081841,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A True Zoo Story,We Bought a Zoo,6.5,909,Drama,Comedy,Family,1,2,,NA,Scarlett Johansson,NA,Cameron Crowe,2011,0,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,9879,"[{""id"": 1936, ""name"": ""blackmail""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 4378, ""name"": ""striptease""}, {""id"": 6149, ""name"": ""police""}, {""id"": 33483, ""name"": ""u.s. congress""}]",en,Striptease,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",11.106006,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",28-06-1996,113309743,113309743,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Some People Get Into Trouble No Matter What They WEAR.,Striptease,4.4,205,Drama,Thriller,Crime,1,#N/A,,Demi Moore,NA,NA,Andrew Bergman,1996,0,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.moneyball-movie.com/,60308,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1480, ""name"": ""baseball""}, {""id"": 4298, ""name"": ""teamwork""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 41153, ""name"": ""meeting""}, {""id"": 41604, ""name"": ""oakland california""}, {""id"": 158470, ""name"": ""strategy""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 204841, ""name"": ""statistics""}]",en,Moneyball,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",46.180421,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Scott Rudin Productions"", ""id"": 258}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-09-2011,110206216,110206216,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What are you really worth?,Moneyball,7,1381,Drama,NA,NA,1,#N/A,,Brad Pitt,Jonah Hill,Philip Seymour Hoffman,Bennett Miller,2011,0,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,2649,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 3883, ""name"": ""danger of life""}, {""id"": 5732, ""name"": ""birthday party""}, {""id"": 173303, ""name"": ""surprising""}]",en,The Game,"In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",62.925175,"[{""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""A&B Producoes"", ""id"": 1519}, {""name"": ""Popaganda Films"", ""id"": 10164}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12-09-1997,109423648,109423648,129,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What do you get for the man who has everything?,The Game,7.5,1506,Drama,Thriller,Mystery,1,#N/A,,NA,NA,Deborah Kara Unger,David Fincher,1997,0,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",http://hereafter.warnerbros.com/,44603,[],en,Hereafter,"A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",13.365715,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15-10-2010,105197635,105197635,129,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Touched by death. Changed by life.,Hereafter,5.8,510,Drama,Fantasy,NA,1,#N/A,,NA,Bryce Dallas Howard,NA,Clint Eastwood,2010,0,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}]",,6877,"[{""id"": 7784, ""name"": ""hotel mom""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 170682, ""name"": ""lying""}, {""id"": 214633, ""name"": ""living with parents""}, {""id"": 215200, ""name"": ""pretend relationship""}]",en,Failure to Launch,"Tripp, an attractive man in his thirties, is still living with his parents Al and Sue. Tripp's best friends Demo and Ace are also still living in their parents' homes and seem proud of it. Al and Sue are not happy, however, and are fascinated when friends whose adult son has recently moved away from home reveal they hired an expert to arrange the matter and couldn't be happier with the result.",18.806031,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Failure to Launch Productions"", ""id"": 84423}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10-03-2006,88715192,88715192,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To leave the nest, some men just need a little push.",Failure to Launch,5.5,399,Comedy,NA,NA,0,#N/A,,NA,Sarah Jessica Parker,Zooey Deschanel,Tom Dey,2006,1,,,
5.00E+07,50000000,"[{""id"": 18, ""name"": ""Drama""}]",http://thejudgemovie.com/,205587,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 934, ""name"": ""judge""}, {""id"": 10909, ""name"": ""lawyer""}]",en,The Judge,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",42.472324,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Big Kid Pictures"", ""id"": 8406}, {""name"": ""Team Downey"", ""id"": 27467}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08-10-2014,83719388,83719388,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Defend your Honor.,The Judge,7.2,1417,Drama,NA,NA,1,#N/A,,NA,NA,Vera Farmiga,David Dobkin,2014,0,,,
5.00E+07,50000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10751, ""name"": ""Family""}]",,145220,"[{""id"": 4344, ""name"": ""musical""}, {""id"": 12998, ""name"": ""the muppets""}]",en,Muppets Most Wanted,"While on a grand world tour, The Muppets find themselves wrapped into an European jewel-heist caper headed by a Kermit the Frog look-alike and his dastardly sidekick.",14.808304,"[{""name"": ""Buena Vista"", ""id"": 32}, {""name"": ""Disney"", ""id"": 6421}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-03-2014,80383290,80383290,112,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Taking the world by farce,Muppets Most Wanted,6.2,316,Comedy,Adventure,Crime,0,#N/A,,NA,NA,Tina Fey,James Bobin,2014,1,,,
